,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
CC4,0,0,0,0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
CCH,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
CDH,0,0,0,0,0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
CE1,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0
CEC,0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0
CEE,0,0,0,0,0,0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
CEG,0,0,0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0
CER,0,3.0,0,0,0,0,1.0,3.0,3.0,3.0,0,0,0,0,0,0,0
CFC,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0
CGL,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
CGP,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0
CIC,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0
CKH,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
CLG,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0
CLP,4.0,4.0,3.0,3.0,5.0,0,0,0,0,0,3.0,3.0,3.0,0,0,0,0
CNH,0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
CPW,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
CSG,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT5,0,0,0,0,0,0,0,0,4.0,4.0,3.0,3.0,0,0,0,0,0
CTA,3.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,0,0,0,0,0,0,0,0
CTC,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,0,0
CTM,3.0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0
CTN,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0,0,0,0,0,0,0,0,0
CTV,3.0,3.0,3.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVC,0,0,0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0
CVH,0,0,0,0,0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0,0,0,0
CVP,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0,0,0
CXH,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0
CZC,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0
D17,0,0,0,0,0,0,0,0,1.0,4.0,0,0,4.0,4.0,4.0,0,0
D26,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0
DAP,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0
DAR,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
DBH,0,0,0,0,0,0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0
DBW,0,0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0
DCD,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,0,0,0,0,0,0
DCI,0,0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0,0,0,0,0
DFS,0,0,0,0,0,0,0,0,3.0,3.0,3.0,5.0,3.0,0,0,3.0,0
DGL,0,0,0,2.0,3.0,2.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0
DHI,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHL,0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
DKH,0,0,0,0,0,0,0,0,4.0,4.0,0,0,0,0,0,0,0
DKP,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,0,0,0,0,0,0
DKW,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0
DLC,4.0,4.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0
DLM,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,0
DMS,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
DNB,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0
DNR,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
DNS,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0,0,0,0
DNY,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0
DPD,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,0,0,0
DPS,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0
DSS,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0
DSV,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0
DT4,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
DTB,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
DTE,0,0,0,0,0,0,0,0,0,0,4.0,3.0,3.0,3.0,0,0,0
DTN,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0
DTV,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0
DVD,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DVH,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0
DX2,0,0,0,0,0,0,0,1.0,3.0,3.0,3.0,3.0,0,0,0,0,0
DXD,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,0,0,0,0
DZM,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
EAD,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
EBA,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0,0,0,0,0
EMC,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0
EPC,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
EPH,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0
FBA,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDG,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0
FDT,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0
FLC,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
GAB,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,0,0
GE2,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,0,0,0
GFC,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGS,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0
GQN,0,0,0,0,0,0,0,0,2.0,4.0,0,1.0,4.0,0,0,0,0
GTC,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0
GTH,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0
GTK,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0
GTN,0,0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
HAB,0,0,0,0,0,0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
HAI,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,0
HAW,0,0,0,0,0,0,0,0,1.0,3.0,0,1.0,4.0,0,0,0,0
HBE,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0
HBI,0,0,0,0,0,4.0,4.0,0,0,0,0,0,0,0,0,0,0
HBW,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0
HCB,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
HCS,0,0,0,0,0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0
HD3,0,0,0,0,0,0,0,0,1.0,3.0,3.0,0,0,0,0,0,0
HDO,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0
HDS,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,3.0,3.0,3.0,0
HEM,0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0
HFS,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,0,0,0,0,0
HGA,0,0,0,0,0,0,0,0,3.0,3.0,0,1.0,0,0,0,0,0
HGC,0,0,0,0,0,0,0,0,1.0,4.0,0,0,0,0,0,0,0
HGR,0,0,0,0,0,0,0,0,1.0,4.0,0,0,0,0,0,0,0
HGW,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0
HHA,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,0,0,0,0,0,0,0
HHL,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
HHR,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0
HIG,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
HIZ,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
HKC,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0
HKP,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0
HLE,0,0,0,0,0,0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
HLG,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0
HLR,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0
HNE,0,0,0,0,0,0,0,0,1.0,3.0,3.0,3.0,0,0,0,0,0
HNT,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
HPM,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0
HPR,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPS,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0
HPU,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0
HRG,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0
HRT,0,0,0,0,0,0,0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0
HSI,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,0,0,0
HST,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0
HTB,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTH,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0,0,0,0
HTK,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,0,0,0
HTR,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0
HTU,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0
HTW,0,0,0,0,0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0
HUX,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,0,0,0
HVG,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0
I10,0,0,0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0
IBC,0,0,0,0,0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0
IBN,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,0,0,0,0
IDN,0,0,0,0,0,0,4.0,4.0,4.0,3.0,0,0,0,0,0,0,0
IFC,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0,0,0,0,0
IHK,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
IKH,0,0,0,0,0,0,4.0,4.0,4.0,3.0,3.0,3.0,0,0,0,0,0
ING,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0
IPH,0,0,0,0,0,0,0,4.0,4.0,4.0,3.0,3.0,0,0,0,0,0
JSC,4.0,4.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0
KAC,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0
KBE,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0
KBT,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0
KCE,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
KDF,0,0,0,0,0,0,2.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0
KGU,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0
KHA,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0
KHB,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0
KHL,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0
KLF,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0
KLM,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0
KSA,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0
KSC,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0
KSE,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0
KSH,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,2.0,2.0,4.0,4.0,0
KSK,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,0,0,0,0,0,0,0
KSS,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0
KTB,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0
KTU,0,0,0,0,0,0,1.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0
KTW,0,0,0,0,0,0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,0,0
KWA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0
L44,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0
LBC,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0
LCC,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,4.0,4.0,4.0,0,0,0
LCS,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
LCW,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0
LGM,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
LWS,0,0,0,0,0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0
LYF,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,0,0,0,0
MAX,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
MC3,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
MCD,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,0,0,0
MCI,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0
MCL,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCT,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0
MDN,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0
MDT,0,0,0,0,0,0,0,0,2.0,3.0,3.0,0,0,0,0,0,0
MEG,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
MHP,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0,0,0,0,0
MHY,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0
MIH,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIM,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0,0,0
MKT,0,0,0,0,0,1.0,4.0,4.0,0,0,0,0,0,0,0,0,0
MLN,0,0,0,0,0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0
MMC,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0
MNC,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0
MSC,0,0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,0,0,0,0,0,0
MTC,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
MTM,0,0,0,0,3.0,3.0,2.0,3.0,3.0,0,0,0,0,0,0,0,0
MTX,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0,3.0,3.0,3.0,0
MVY,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0
MXC,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,0,0,0,0
NBR,0,0,0,0,0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0
NBS,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0
NCP,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0
NEM,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,0
NHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHP,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0
NHS,4.0,4.0,4.0,5.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0
NHW,3.0,5.0,5.0,5.0,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0
NIS,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
NKD,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLC,3.0,5.0,5.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
NMK,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0
NNB,0,3.0,3.0,4.0,4.0,4.0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0
NNG,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0
NNQ,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0
NPH,4.0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0
NPS,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0
NQT,0,0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,0
NS2,0,0,0,0,0,0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
NS3,0,0,0,0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0,0,0,0
NSN,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
NTB,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0
NTR,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0
NVC,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
NVN,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,3.0,3.0,0
PBK,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0
PCN,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0
PDT,0,0,0,0,0,0,4.0,4.0,4.0,0,3.0,3.0,3.0,0,0,0,0
PEC,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
PFV,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHT,4.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PKR,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0
PME,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0
PPG,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0,0,0,0,0,0,0,0,0,0
PSG,3.0,3.0,3.0,3.0,3.0,0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0
PTK,4.0,4.0,4.0,4.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0
PTN,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,0,0,0
PVA,4.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,0
PX1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0
PXC,3.0,3.0,3.0,3.0,3.0,0,3.0,3.0,3.0,3.0,0,3.0,3.0,3.0,0,0,0
PYU,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0
QBR,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0
QLD,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0
QLT,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
RDP,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0
RGC,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0
RHC,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHN,0,0,0,0,0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0
RLC,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0
ROS,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0
RTH,0,0,0,0,0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0
RTS,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0
S27,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0
S33,4.0,4.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0
S64,4.0,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S91,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
S96,4.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0
SAP,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0
SBC,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0
SCA,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,0,0
SCH,0,0,0,0,0,3.0,3.0,3.0,5.0,0,0,0,0,0,0,0,0
SCV,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0
SCY,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
SD1,2.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,3.0,0,0,0,0,0,0
SDB,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0
SDE,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0,0,0,0,0,0,0
SDH,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0
SDI,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,0
SDJ,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
